Member,Description
M47229,Banana
M47229,Organic F&V
M47229,Root Vegetables
M47229,Other Vegetables
M47229,Root Vegetables
M47229,Banana
M47229,Brinjals
M47229,Raw Peanuts
M47229,Sunflower Oils
M47229,Moong Dal
M47229,Other Vegetables
M47229,Organic Rice & Rice Products
M47229,Diapers & Wipes
M47229,Whole Spices
M47229,Other Vegetables
M47229,Other Vegetables
M47229,Whole Spices
M47229,Cut Vegetables
M47229,Beans
M47229,Cashews
M47229,Root Vegetables
M47229,Beans
M47229,Toor Dal
M47229,Moong Dal
M47229,Root Vegetables
M47229,Whole Spices
M47229,Whole Spices
M47229,Banana
M47229,Sunflower Oils
M47229,Beans
M47229,Whole Spices
M47229,Brinjals
M47229,Other Dals
M47229,Brinjals
M47229,Sooji & Rava
M47229,Urad Dal
M47229,Beans
M47229,Root Vegetables
M47229,Toor Dal
M47229,Other Vegetables
M47229,Other Dals
M47229,Whole Spices
M47229,Banana
M47229,Avalakki / Poha
M47229,Sunflower Oils
M47229,Sooji & Rava
M47229,Raw Rice
M47229,Whole Spices
M47229,Raw Peanuts
M47229,Organic F&V
M47229,Whole Spices
M47229,Health Supplements
M47229,Root Vegetables
M47229,Whole Spices
M47229,Diapers & Wipes
M47229,Organic F&V
M47229,Diapers & Wipes
M47229,Root Vegetables
M47229,Brinjals
M47229,Banana
M47229,Other Vegetables
M47229,Sooji & Rava
M47229,Other Pooja Needs
M47229,Beans
M47229,Sunflower Oils
M47229,Diapers & Wipes
M47229,Cleaning & Dust Cloth
M47229,Urad Dal
M47229,Organic F&V
M47229,Brinjals
M47229,Organic F&V
M47229,Gourd & Cucumber
M47229,Toor Dal
M47229,Other Vegetables
M47229,Banana
M47229,Organic F&V
M47229,Beans
M47229,Cashews
M47229,Root Vegetables
M47229,Organic F&V
M47229,Urad Dal
M47229,Toor Dal
M47229,Organic F&V
M47229,Organic F&V
M47229,Diapers & Wipes
M47229,Diapers & Wipes
M47229,Moong Dal
M47229,Urad Dal
M47229,Sunflower Oils
M47229,Beans
M47229,Root Vegetables
M47229,Other Vegetables
M47229,Other Vegetables
M47229,Gourd & Cucumber
M47229,Gourd & Cucumber
M47229,Diapers & Wipes
M47229,Health Drinks
M47229,Diapers & Wipes
M47229,Other Vegetables
M47229,Banana
M47229,Brinjals
M47229,Organic F&V
M47229,Organic F&V
M47229,Whole Spices
M47229,Organic F&V
M47229,Root Vegetables
M47229,Organic F&V
M47229,Organic F&V
M47229,Organic F&V
M47229,Cashews
M47229,Organic F&V
M47229,Other Vegetables
M47229,Root Vegetables
M47229,Other Vegetables
M47229,Cookies
M47229,Banana
M47229,Other Vegetables
M47229,Raisins
M47229,Sunflower Oils
M47229,Avalakki / Poha
M47229,Jaggery
M47229,Root Vegetables
M47229,Organic F&V
M47229,Beans
M47229,Banana
M47229,Root Vegetables
M47229,Sugar
M47229,Diapers & Wipes
M47229,Urad Dal
M47229,Raw Peanuts
M47229,Whole Spices
M47229,Beans
M47229,Gourd & Cucumber
M47229,Banana
M47229,Beans
M47229,Organic F&V
M47229,Other Vegetables
M47229,Brinjals
M47229,Hair Conditioner
M47229,Avalakki / Poha
M47229,Whole Spices
M47229,Banana
M47229,Organic F&V
M47229,Other Dals
M47229,Urad Dal
M47229,Diapers & Wipes
M47229,Beans
M47229,Beans
M47229,Beans
M47229,Sooji & Rava
M47229,Diapers & Wipes
M47229,Brinjals
M47229,Toor Dal
M47229,Banana
M47229,Beans
M47229,Beans
M47229,Diapers & Wipes
M47229,Beans
M47229,Brinjals
M47229,Other Vegetables
M47229,Root Vegetables
M47229,Brinjals
M47229,Beans
M47229,Other Vegetables
M47229,Diapers & Wipes
M47229,Other Dry Fruits
M47229,Health Drinks
M47229,Ghee
M47229,Raw Peanuts
M47229,Cashews
M47229,Beans
M47229,Raw Rice
M47229,Other Vegetables
M47229,Root Vegetables
M47229,Banana
M47229,Other Dals
M47229,Rice Flour
M47229,Brinjals
M47229,Gourd & Cucumber
M47229,Other Vegetables
M47229,Whole Spices
M47229,Beans
M47229,Diapers & Wipes
M47229,Diapers & Wipes
M47229,Whole Spices
M47229,Beans
M47229,Moong Dal
M47229,Moong Dal
M47229,Banana
M47229,Diapers & Wipes
M47229,Beans
M47229,Beans
M47229,Diapers & Wipes
M47229,Root Vegetables
M47229,Beans
M76390,Root Vegetables
M76390,Powdered Spices
M76390,Sunflower Oils
M76390,Raw Rice
M76390,Moong Dal
M76390,Beans
M76390,Urad Dal
M76390,Maida
M76390,Avalakki / Poha
M76390,Organic Rice & Rice Products
M76390,Other Rice Products
M76390,Organic Flours
M76390,Besan
M76390,Other Rice Products
M76390,Organic F&V
M76390,Organic F&V
M76390,Other Sweets
M76390,Besan
M76390,Raw Peanuts
M76390,Organic F&V
M76390,Sunflower Oils
M76390,Organic F&V
M76390,Avalakki / Poha
M76390,Moong Dal
M76390,Other Rice Products
M76390,Regular Pasta
M76390,Urad Dal
M76390,Toor Dal
M76390,Boiled Rice
M76390,Regular Pasta
M76390,Other Dals
M76390,Other Dals
M76390,Other Dals
M76390,Boiled Rice
M76390,Brinjals
M76390,Root Vegetables
M76390,Root Vegetables
M76390,Banana
M76390,Other Vegetables
M76390,"Organic Salt,Sugar & Jaggery"
M76390,Liquid Soaps & Bars
M76390,Bottle & Tin Openers
M76390,Moong Dal
M76390,Moong Dal
M76390,Boiled Rice
M76390,Boiled Rice
M76390,Sunflower Oils
M76390,Beans
M76390,Whole Spices
M76390,Whole Spices
M76390,Sunflower Oils
M76390,Root Vegetables
M76390,Other Vegetables
M76390,Root Vegetables
M76390,Whole Spices
M76390,Whole Spices
M76390,Namkeen
M76390,Other Vegetables
M76390,Gourd & Cucumber
M76390,Besan
M76390,Urad Dal
M76390,Banana
M76390,Liquid Soaps & Bars
M76390,Raisins
M76390,Boiled Rice
M76390,Cashews
M76390,Other Dals
M76390,Other Dals
M76390,Whole Grains
M76390,Moong Dal
M76390,Boiled Rice
M76390,Hand Wash
M76390,Namkeen
M76390,Namkeen
M76390,Avalakki / Poha
M76390,Whole Spices
M76390,Maida
M76390,Beans
M76390,Namkeen
M76390,Other Vegetables
M76390,Namkeen
M76390,Whole Spices
M76390,Snacky Nuts
M76390,Liquid Soaps & Bars
M76390,Urad Dal
M76390,Whole Spices
M76390,Snacky Nuts
M76390,Namkeen
M76390,Besan
M76390,Namkeen
M76390,Sunflower Oils
M76390,Instant Noodles
M76390,Namkeen
M76390,Namkeen
M76390,Banana
M76390,Instant Noodles
M76390,Namkeen
M76390,Other Sweets
M76390,Namkeen
M76390,Snacky Nuts
M76390,Root Vegetables
M76390,Sunflower Oils
M76390,Namkeen
M76390,Snacky Nuts
M76390,Namkeen
M76390,Namkeen
M76390,Raw Rice
M76390,Namkeen
M76390,Whole Spices
M76390,Other Dals
M76390,Other Dals
M76390,Whole Grains
M76390,Urad Dal
M76390,Raw Rice
M76390,Other Rice Products
M76390,Boiled Rice
M76390,Whole Spices
M76390,Beans
M76390,Liquid Soaps & Bars
M76390,Sugar
M76390,Beans
M76390,Namkeen
M76390,Urad Dal
M76390,Other Vegetables
M76390,Beans
M76390,Root Vegetables
M76390,Other Dals
M76390,Jaggery
M76390,Raw Rice
M76390,Namkeen
M76390,Avalakki / Poha
M76390,Whole Spices
M76390,Namkeen
M76390,Namkeen
M76390,Other Vegetables
M76390,Sugar
M76390,Cashews
M76390,Beans
M76390,Avalakki / Poha
M76390,Boiled Rice
M76390,Exotic Vegetables
M76390,Yogurt & Lassi
M76390,Organic F&V
M76390,Shampoo
M76390,Other Vegetables
M76390,Root Vegetables
M76390,Yogurt & Lassi
M76390,Other Vegetables
M76390,Exotic Vegetables
M76390,Brinjals
M76390,Beans
M76390,Gourd & Cucumber
M76390,Sugar
M76390,Bread
M76390,Chilli & Soya Sauces
M76390,Bread
M76390,Snacky Nuts
M76390,Chips
M76390,Other Vegetables
M76390,Chips
M76390,Maida
M76390,Whole Spices
M76390,Namkeen
M76390,Boiled Rice
M76390,Chinese Noodles
M76390,Whole Spices
M76390,Moong Dal
M76390,Namkeen
M76390,Boiled Rice
M76390,Root Vegetables
M76390,Namkeen
M76390,Snacky Nuts
M76390,Sugar
M76390,Olive Oils
M76390,Banana
M76390,Namkeen
M76390,Namkeen
M76390,Whole Spices
M76390,Organic F&V
M76390,Besan
M76390,Sugar
M76390,Chips
M76390,Whole Spices
M76390,Namkeen
M76390,Snacky Nuts
M76390,Namkeen
M76390,Organic F&V
M76390,Hand Wash
M76390,Snacky Nuts
M76390,Namkeen
M76390,Raw Rice
M76390,Other Dals
M76390,Banana
M76390,Beans
M76390,Other Dals
M76390,Urad Dal
M76390,Organic F&V
M76390,Other Vegetables
M76390,Besan
M76390,Brinjals
M76390,Snacky Nuts
M76390,Sugar
M76390,Liquid Detergent
M76390,Organic F&V
M76390,Namkeen
M76390,Namkeen
M76390,Hair Colors & Dyes
M76390,Beans
M76390,Besan
M76390,Namkeen
M76390,Namkeen
M76390,Chips
M76390,Namkeen
M76390,Snacky Nuts
M76390,Organic F&V
M76390,Snacky Nuts
M76390,Moong Dal
M76390,Other Vegetables
M76390,Gourd & Cucumber
M76390,Namkeen
M76390,Namkeen
M76390,Namkeen
M76390,Banana
M76390,Brinjals
M76390,Namkeen
M76390,Chinese Noodles
M76390,Chilli & Soya Sauces
M76390,Beans
M76390,Organic F&V
M76390,Chilli & Soya Sauces
M76390,Organic F&V
M76390,Organic F&V
M76390,Chinese Noodles
M76390,Organic F&V
M76390,Other Vegetables
M76390,Namkeen
M76390,Other Dals
M76390,Namkeen
M76390,Whole Spices
M76390,Namkeen
M76390,Beans
M76390,Beans
M76390,Brinjals
M76390,Root Vegetables
M76390,Shaving Blade & Razors
M76390,Namkeen
M76390,Ice Creams & Desserts
M76390,Namkeen
M76390,Ice Creams & Desserts
M76390,Moong Dal
M76390,Other Dals
M76390,Other Vegetables
M76390,Root Vegetables
M76390,Organic F&V
M76390,Organic F&V
M76390,Other Vegetables
M76390,Organic F&V
M76390,Ice Creams & Desserts
M76390,Organic F&V
M76390,Whole Spices
M76390,Other Vegetables
M76390,Basmati Rice
M76390,Vermicelli
M76390,Root Vegetables
M76390,Urad Dal
M76390,Besan
M76390,Organic Rice & Rice Products
M76390,Urad Dal
M76390,Namkeen
M76390,Organic F&V
M76390,Whole Spices
M76390,Other Vegetables
M76390,Root Vegetables
M76390,Gourd & Cucumber
M76390,Sunflower Oils
M76390,Beans
M76390,Beans
M76390,Avalakki / Poha
M76390,Boiled Rice
M76390,Other Dals
M76390,Avalakki / Poha
M76390,Namkeen
M76390,Other Vegetables
M76390,Moong Dal
M76390,Snacky Nuts
M76390,Toor Dal
M76390,Whole Grains
M76390,Other Dals
M76390,Boiled Rice
M76390,Boiled Rice
M76390,Organic F&V
M76390,Urad Dal
M76390,Besan
M76390,Beans
M76390,Other Dals
M76390,Beans
M76390,Root Vegetables
M76390,Avalakki / Poha
M76390,Other Vegetables
M76390,Organic F&V
M76390,Namkeen
M76390,Vinegar
M76390,Banana
M76390,Urad Dal
M76390,Other Dals
M76390,Whole Grains
M76390,Besan
M76390,Root Vegetables
M76390,Other Dals
M76390,Almonds
M76390,Whole Spices
M76390,Avalakki / Poha
M76390,Beans
M76390,Whole Spices
M76390,Whole Spices
M76390,Namkeen
M76390,Boiled Rice
M76390,Boiled Rice
M76390,Snacky Nuts
M76390,Hand Wash
M76390,Hair Colors & Dyes
M76390,Root Vegetables
M76390,Ladles & Spatulas
M76390,Ladles & Spatulas
M76390,Organic F&V
M76390,Moong Dal
M76390,Moong Dal
M76390,Other Dry Fruits
M76390,Organic F&V
M76390,Whole Spices
M76390,Whole Spices
M76390,Sunflower Oils
M76390,Urad Dal
M76390,Liquid Detergent
M76390,Other Vegetables
M76390,Namkeen
M76390,Avalakki / Poha
M76390,Namkeen
M76390,Root Vegetables
M76390,Beans
M76390,Other Vegetables
M76390,Other Vegetables
M76390,Snacky Nuts
M76390,Namkeen
M76390,Sugar Cubes
M76390,Liquid Soaps & Bars
M76390,Urad Dal
M76390,Boiled Rice
M76390,Beans
M76390,Banana
M76390,Gourd & Cucumber
M76390,Liquid Detergent
M76390,Urad Dal
M76390,Boiled Rice
M76390,Moong Dal
M76390,Avalakki / Poha
M76390,Other Dals
M76390,Moong Dal
M76390,Boiled Rice
M76390,Organic F&V
M76390,Sugar
M76390,Organic F&V
M76390,Other Vegetables
M76390,Other Dals
M76390,Whole Grains
M76390,Organic F&V
M76390,Sooji & Rava
M76390,Other Dals
M76390,Root Vegetables
M76390,Banana
M76390,Hair Colors & Dyes
M76390,Namkeen
M76390,Namkeen
M76390,Ready Mix
M76390,Namkeen
M76390,Brinjals
M76390,Boiled Rice
M76390,Cookies
M76390,Beans
M76390,Urad Dal
M76390,Cookies
M76390,Besan
M76390,Cookies
M76390,Organic F&V
M76390,Sooji & Rava
M76390,Urad Dal
M76390,Maida
M76390,Namkeen
M76390,Aluminium Foil & Cling Wrap
M76390,Namkeen
M76390,Snacky Nuts
M76390,Exotic Vegetables
M76390,Organic F&V
M76390,Other Vegetables
M76390,Exotic Vegetables
M76390,Banana
M76390,Other Vegetables
M76390,Hair Colors & Dyes
M76390,Namkeen
M76390,Liquid Soaps & Bars
M76390,Organic F&V
M76390,Beans
M76390,Namkeen
M76390,Hair Colors & Dyes
M76390,Hair Colors & Dyes
M76390,Organic F&V
M76390,Organic F&V
M76390,Banana
M76390,Namkeen
M76390,Other Vegetables
M76390,Other Vegetables
M76390,Other Vegetables
M76390,Besan
M76390,Beans
M76390,Boiled Rice
M76390,Beans
M76390,Other Dals
M76390,Other Dals
M76390,Avalakki / Poha
M76390,Boiled Rice
M76390,Liquid Detergent
M76390,Moong Dal
M76390,Boiled Rice
M76390,"Muffins, Cookies & Rusk"
M76390,Namkeen
M76390,Organic F&V
M76390,Snacky Nuts
M76390,Urad Dal
M76390,Root Vegetables
M76390,Hand Wash
M76390,Cream Biscuits
M76390,Basmati Rice
M76390,Organic F&V
M76390,Packaged Drinking Water
M76390,Shampoo
M76390,Banana
M76390,Beans
M76390,Moong Dal
M76390,Banana
M76390,Moong Dal
M76390,Almonds
M76390,Organic F&V
M76390,Other Dals
M76390,Exotic Vegetables
M76390,Sugar
M76390,Organic F&V
M76390,Snacky Nuts
M76390,Beans
M76390,Hair Colors & Dyes
M76390,Beans
M76390,Root Vegetables
M76390,Organic F&V
M76390,Other Vegetables
M76390,Brinjals
M76390,Liquid Soaps & Bars
M76390,Beans
M76390,Instant Noodles
M76390,Avalakki / Poha
M76390,Other Dals
M76390,Banana
M76390,Moong Dal
M76390,Brinjals
M76390,Beans
M76390,Whole Spices
M76390,Other Vegetables
M76390,Whole Spices
M76390,Whole Grains
M76390,Namkeen
M76390,Namkeen
M76390,Beans
M76390,Cashews
M76390,Root Vegetables
M76390,Chips
M76390,Other Vegetables
M76390,Snacky Nuts
M76390,Instant Noodles
M76390,Brinjals
M76390,Urad Dal
M76390,Raw Peanuts
M76390,Liquid Soaps & Bars
M76390,Namkeen
M76390,Beans
M77779,Sooji & Rava
M77779,Raw Rice
M77779,Whole Spices
M77779,Whole Spices
M77779,Other Dals
M77779,Avalakki / Poha
M77779,Instant Noodles
M77779,Whole Spices
M77779,Toor Dal
M77779,Maida
M77779,Agarbatti
M77779,Urad Dal
M77779,Brinjals
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Instant Noodles
M77779,Root Vegetables
M77779,Cashews
M77779,Raw Peanuts
M77779,Beans
M77779,Cream Biscuits
M77779,Other Dals
M77779,Sugar
M77779,Other Vegetables
M77779,Beans
M77779,Brinjals
M77779,Other Vegetables
M77779,Beans
M77779,Bakery & Breads
M77779,Brinjals
M77779,Root Vegetables
M77779,Beans
M77779,Other Sweets
M77779,Beans
M77779,Gourd & Cucumber
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Cookies
M77779,Beans
M77779,Brinjals
M77779,Gourd & Cucumber
M77779,Maida
M77779,Other Dals
M77779,Other Spreads
M77779,Sooji & Rava
M77779,Chips
M77779,Face Cream
M77779,Whole Spices
M77779,Other Rice Products
M77779,Toor Dal
M77779,Instant Noodles
M77779,Whole Spices
M77779,Raw Rice
M77779,Besan
M77779,Avalakki / Poha
M77779,Other Dals
M77779,Other Dals
M77779,Urad Dal
M77779,Other Vegetables
M77779,Brinjals
M77779,Other Vegetables
M77779,Other Vegetables
M77779,Beans
M77779,Gourd & Cucumber
M77779,Beans
M77779,Root Vegetables
M77779,Bakery & Breads
M77779,Brinjals
M77779,Sooji & Rava
M77779,Gourd & Cucumber
M77779,Beans
M77779,Raw Rice
M77779,Sugar
M77779,Toor Dal
M77779,Healthy & Digestive Biscuits
M77779,Avalakki / Poha
M77779,Other Dals
M77779,Gourd & Cucumber
M77779,Brinjals
M77779,Root Vegetables
M77779,Raw Peanuts
M77779,Mosquito Repellent
M77779,Sooji & Rava
M77779,"Shaving Cream, Foam & Gels"
M77779,Other Vegetables
M77779,Agarbatti
M77779,Other Dals
M77779,Whole Spices
M77779,Other Vegetables
M77779,Gourd & Cucumber
M77779,Beans
M77779,Brinjals
M77779,Other Vegetables
M77779,Gourd & Cucumber
M77779,Beans
M77779,Brinjals
M77779,Other Vegetables
M77779,Agarbatti
M77779,Beans
M77779,Sugar
M77779,Raw Peanuts
M77779,Maida
M77779,Beans
M77779,Other Dals
M77779,Urad Dal
M77779,Other Dals
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Other Rice Products
M77779,Whole Spices
M77779,Avalakki / Poha
M77779,"Muffins, Cookies & Rusk"
M77779,Face Packs & Scrubs
M77779,Gourd & Cucumber
M77779,Instant Pastas
M77779,Sooji & Rava
M77779,Raw Rice
M77779,Whole Spices
M77779,Beans
M77779,Root Vegetables
M77779,Gourd & Cucumber
M77779,Brinjals
M77779,Other Vegetables
M77779,Other Vegetables
M77779,Whole Spices
M77779,Hair Colors & Dyes
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Other Dals
M77779,Cashews
M77779,Beans
M77779,Sooji & Rava
M77779,Toor Dal
M77779,Urad Dal
M77779,Curd
M77779,Namkeen
M77779,Maida
M77779,Avalakki / Poha
M77779,Brinjals
M77779,Besan
M77779,Beans
M77779,Gourd & Cucumber
M77779,Beans
M77779,Brinjals
M77779,Raw Rice
M77779,Other Dals
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Mosquito Repellent
M77779,Toor Dal
M77779,Other Dals
M77779,Sugar
M77779,Sooji & Rava
M77779,Whole Spices
M77779,Brinjals
M77779,Beans
M77779,Gourd & Cucumber
M77779,Maida
M77779,Rice Flour
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Brinjals
M77779,Beans
M77779,Gourd & Cucumber
M77779,Banana
M77779,Beans
M77779,Brinjals
M77779,Toor Dal
M77779,Gourd & Cucumber
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Other Vegetables
M77779,Other Vegetables
M77779,Beans
M77779,Other Vegetables
M77779,Brinjals
M77779,Gourd & Cucumber
M77779,Other Dals
M77779,Brinjals
M77779,Other Vegetables
M77779,Sooji & Rava
M77779,Vermicelli
M77779,Raw Peanuts
M77779,Whole Spices
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Toor Dal
M77779,Other Dals
M77779,Sugar
M77779,Beans
M77779,Avalakki / Poha
M77779,Gourd & Cucumber
M77779,Raw Rice
M77779,Brinjals
M77779,Beans
M77779,Cooking Paste
M77779,Beans
M77779,Gourd & Cucumber
M77779,Sunflower Oils
M77779,Whole Spices
M77779,Besan
M77779,Mosquito Repellent
M77779,Sooji & Rava
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Gourd & Cucumber
M77779,Vermicelli
M77779,Avalakki / Poha
M77779,Other Dals
M77779,Brinjals
M77779,Whole Spices
M77779,Sugar
M77779,Raw Rice
M77779,Other Dals
M77779,Rice Flour
M77779,Beans
M77779,Other Dals
M77779,Brinjals
M77779,Avalakki / Poha
M77779,Beans
M77779,Other Vegetables
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Gourd & Cucumber
M77779,Beans
M77779,Brinjals
M77779,Sunflower Oils
M77779,Sugar
M77779,Brinjals
M77779,Gourd & Cucumber
M77779,Other Dals
M77779,Other Vegetables
M77779,Beans
M77779,Other Vegetables
M77779,Gourd & Cucumber
M77779,Gourd & Cucumber
M77779,Root Vegetables
M77779,Brinjals
M77779,Other Vegetables
M77779,Almonds
M77779,Brinjals
M77779,Sooji & Rava
M77779,Cotton & Bandages
M77779,Other Dals
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Avalakki / Poha
M77779,Whole Spices
M77779,Root Vegetables
M77779,Cashews
M77779,Urad Dal
M77779,Sugar
M77779,Raw Rice
M77779,Toor Dal
M77779,Raw Peanuts
M77779,Besan
M77779,Gourd & Cucumber
M77779,Mosquito Repellent
M77779,Other Dals
M77779,Other Vegetables
M77779,Beans
M77779,Oats
M77779,Other Vegetables
M77779,Root Vegetables
M77779,Beans
M77779,Other Vegetables
M77779,Whole Spices
M77779,Beans
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Avalakki / Poha
M77779,Oats
M77779,Other Dals
M77779,Brinjals
M77779,Root Vegetables
M77779,Urad Dal
M77779,Raw Rice
M77779,Other Dals
M77779,Cashews
M77779,Sugar
M77779,Raw Peanuts
M77779,Sooji & Rava
M77779,Ghee
M77779,Toor Dal
M77779,Whole Spices
M77779,Other Rice Products
M77779,Brinjals
M77779,Root Vegetables
M77779,Other Vegetables
M77779,Other Vegetables
M77779,Root Vegetables
M77779,Other Vegetables
M77779,Other Vegetables
M77779,Brinjals
M77779,Beans
M77779,Root Vegetables
M77779,Banana
M77779,Other Vegetables
M77779,Beans
M77779,Brinjals
M77779,Gourd & Cucumber
M77779,Other Rice Products
M77779,Brinjals
M77779,Root Vegetables
M77779,Beans
M77779,Sooji & Rava
M77779,Other Dals
M77779,Avalakki / Poha
M77779,Besan
M77779,"Glucose, Marie & Milk Biscuits"
M77779,Healthy & Digestive Biscuits
M77779,Toor Dal
M77779,Other Dals
M77779,Hair Colors & Dyes
M77779,Jaggery
M77779,Other Vegetables
M77779,Sooji & Rava
M77779,Root Vegetables
M77779,Raw Rice
M77779,Whole Spices
